what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516727983859
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516727984119
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516727984314
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516727984552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728043067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728046129
error,log,,,"JavaBuilder handling CoreException",1516728046530
error,log,,,"JavaBuilder handling CoreException",1516728046548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728046604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728048572
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516728051909
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516728053918
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516728054874
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516728057265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728060328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728067828
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1516728074527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728074535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728079048
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516728096988
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516728111381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728118370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728158211
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516728164041
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516728170922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728180997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728191546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAs",1516728191722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728211762
error,log,,,"Internal Error",1516728221849
error,log,,,"A resource exists with a different case: '/Application/src/main.java'.",1516728221875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728224882
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1516728224893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728232811
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516728234590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728234673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516728234684
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516728237639
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516728237715
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516728241610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728252081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728263572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAs",1516728263714
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516728266504
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516728266696
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1516728276559
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516728281357
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516728301520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728305193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728307068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516728307077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516728327582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516730206577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516730221605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516731809310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516731818291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516731848601
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516731848736
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516731848855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516731876379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516731888696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516731895759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516731896963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516731898537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516731901340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516732007235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516732113997
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1516732143910
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516732194761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516732199723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516732210560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAs",1516732210684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516732216955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516732218673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516732219406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516732336369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1516732515568
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516732521546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516732533525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516732539317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAs",1516732539405
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516732545593
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516732551792
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516732552111
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516732552196
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516732554936
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516732554936
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516732556602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516732559744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516732561864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1516732561876
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516732565392
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516732568724
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516732568932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1516732591017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1516732719079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516732728866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516733014272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516733016637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516733907888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516733923461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516733929111
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516733931332
started,bundle,org.eclipse.team.cvs.ssh2,3.2.300.I20110511-0800,"org.eclipse.team.cvs.ssh2",1516733938389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516733939975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516733945537
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516733949185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516733952510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516733954722
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1516733957590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516733962624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516733975575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516733983997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1516734012809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1516734051537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1516734055442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516734218844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516734237533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516734266772
opened,view,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.ccvs.ui.RepositoriesView",1516734267067
opened,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui.GenericHistoryView",1516734267233
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.repositories",1516734267447
activated,perspective,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui.cvsPerspective",1516734267510
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516734267627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1516734267733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1516734267733
activated,view,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.ccvs.ui.RepositoriesView",1516734272463
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516734272496
closed,view,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.ccvs.ui.RepositoriesView",1516734272510
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.repositories",1516734278601
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516734278623
closed,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.repositories",1516734278645
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui.GenericHistoryView",1516734285945
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1516734286015
activated,view,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui.HelpView",1516734290460
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1516734350011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516734356300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516734358605
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516734359356
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1516734362650
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1516734362692
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1516734362797
activated,perspective,org.eclipse.team.cvs.ui,,"org.eclipse.team.cvs.ui.cvsPerspective",1516734422291
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1516734422291
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1516734422291
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1516734422299
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1516734422301
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1516734422301
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1516734422313
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1516734422314
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1516734422314
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1516734422314
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1516734422314
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1516734422321
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1516734422325
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1516734422341
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1516734422342
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1516734422342
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1516734422345
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1516734422348
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1516734422363
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1516734422363
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1516734422365
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1516734422366
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1516734422367
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1516734422369
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1516734422370
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1516734422371
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1516734422373
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1516734422385
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1516734422395
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1516734422398
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1516734422413
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1516734422414
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1516734422415
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1516734422419
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1516734422420
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1516734422420
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1516734422729
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1516734422729
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1516734422746
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1516734422762
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1516734422762
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1516734422792
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1516734422793
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1516734422793
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1516734422793
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1516734422817
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1516734422819
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1516734422819
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1516734422819
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1516734422819
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1516734422819
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1516734422819
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1516734422838
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1516734422839
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1516734422839
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1516734422859
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1516734422868
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1516734422869
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1516734422869
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1516734422870
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1516734422872
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1516734422899
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1516734422899
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1516734422900
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1516734422900
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1516734422901
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1516734422912
os,sysinfo,,,"win32",1516734422918
arch,sysinfo,,,"x86_64",1516734422918
ws,sysinfo,,,"win32",1516734422918
locale,sysinfo,,,"en_US",1516734422918
processors,sysinfo,,,"4",1516734422919
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1516734422919
java.runtime.version,sysinfo,,,"1.8.0_151-b12",1516734422919
java.specification.name,sysinfo,,,"Java Platform API Specification",1516734422919
java.specification.vendor,sysinfo,,,"Oracle Corporation",1516734422919
java.specification.version,sysinfo,,,"1.8",1516734422919
java.vendor,sysinfo,,,"Oracle Corporation",1516734422919
java.version,sysinfo,,,"1.8.0_151",1516734422919
java.vm.info,sysinfo,,,"mixed mode",1516734422919
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1516734422919
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1516734422919
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1516734422919
java.vm.specification.version,sysinfo,,,"1.8",1516734422919
java.vm.vendor,sysinfo,,,"Oracle Corporation",1516734422919
java.vm.version,sysinfo,,,"25.151-b12",1516734422919
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1516734423560
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1516734423617
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1516734423725
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1516734423858
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1516734424656
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1516734424658
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1516734424666
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1516734424711
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1516734424767
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1516734424988
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1516734425062
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1516734425068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1516734439454
